age,gender,height_cm,weight_kg,bmi,training_hours_per_week,resting_heart_rate,vo2max,reaction_time_ms,sleep_hours,flexibility_score,performance_score,performance_level
39,Male,164.0,74.0,27.5,2.3,54.3,35.2,338.9,6.4,20.4,15.6,Beginner
30,Female,169.8,54.8,19.0,22.2,49.9,54.4,198.9,8.2,34.4,96.7,Elite
30,Male,185.7,42.0,12.2,1.3,60.6,25.6,220.8,6.8,23.9,35.8,Intermediate
39,Female,183.0,64.9,19.4,12.2,62.4,48.6,242.1,9.0,26.4,67.1,Advanced
37,Male,179.8,52.1,16.1,14.3,64.1,64.0,217.0,7.1,37.8,88.2,Elite
32,Male,186.0,46.6,13.5,5.6,80.5,52.5,271.5,6.5,35.0,57.2,Advanced
32,Male,201.5,69.7,17.2,7.0,67.1,39.2,246.1,9.0,21.9,50.5,Intermediate
30,Female,174.0,66.1,21.8,4.8,63.1,41.2,156.1,6.8,31.6,45.2,Intermediate
31,Male,181.1,59.4,18.1,4.6,56.0,52.5,360.6,6.3,29.3,49.1,Intermediate
33,Female,173.7,57.5,19.1,11.5,77.4,39.5,292.1,6.2,25.2,43.9,Intermediate
32,Male,173.2,73.7,24.6,5.2,67.2,47.8,264.2,6.0,35.6,39.4,Intermediate
30,Male,166.0,71.8,26.1,1.0,50.8,32.9,301.2,6.9,38.4,24.6,Beginner
30,Male,191.9,84.4,22.9,8.6,58.3,51.1,213.7,6.4,34.7,56.7,Advanced
36,Male,176.9,67.9,21.7,8.7,67.2,45.7,267.3,5.5,29.3,44.4,Intermediate
27,Male,190.3,46.1,12.7,9.4,53.8,53.9,233.7,5.6,23.4,70.0,Advanced
31,Male,178.8,61.5,19.2,0.3,77.8,48.0,261.2,7.7,31.8,39.1,Intermediate
37,Male,166.3,58.2,21.0,17.7,52.3,53.3,291.2,7.1,30.3,75.1,Advanced
20,Male,175.2,67.9,22.1,11.5,53.0,47.9,225.4,6.2,37.7,62.0,Advanced
37,Male,181.5,53.6,16.3,4.1,64.6,36.0,312.8,6.0,28.6,36.4,Intermediate
16,Male,177.2,53.3,17.0,3.4,52.5,35.2,325.3,8.6,38.2,47.0,Intermediate
23,Male,156.8,54.8,22.3,6.8,69.2,45.5,187.0,6.1,40.9,49.4,Intermediate
17,Female,175.2,66.1,21.5,13.2,59.6,48.6,194.2,6.5,28.7,63.4,Advanced
18,Female,171.1,77.6,26.5,11.3,64.7,43.8,297.9,7.2,18.4,39.6,Intermediate
26,Male,170.9,64.6,22.1,5.3,64.6,39.5,166.5,6.1,27.1,39.7,Intermediate
34,Male,161.3,65.3,25.1,8.8,60.7,53.6,204.1,5.9,22.4,49.6,Intermediate
23,Female,193.9,86.7,23.1,14.1,69.1,54.5,287.3,7.0,32.1,61.9,Advanced
23,Male,184.8,85.6,25.1,8.3,57.6,47.9,250.5,8.9,25.2,51.5,Intermediate
19,Female,166.7,68.3,24.6,1.8,70.3,36.8,296.8,5.6,15.3,13.5,Beginner
22,Female,172.8,59.8,20.0,5.5,64.4,46.3,174.6,6.9,18.3,47.2,Intermediate
17,Male,187.9,78.1,22.1,3.8,64.1,34.8,194.3,7.0,32.5,36.4,Intermediate
24,Male,158.7,70.0,27.8,5.0,60.3,46.4,218.8,8.2,16.6,36.3,Intermediate
36,Male,190.8,86.1,23.7,9.1,51.7,51.8,271.3,8.9,29.5,60.6,Advanced
33,Male,178.6,73.6,23.1,12.3,60.9,59.4,275.0,6.7,40.4,68.3,Advanced
29,Male,179.8,61.9,19.1,5.7,52.3,43.9,245.3,6.6,39.7,54.3,Intermediate
38,Female,173.4,62.1,20.7,9.8,45.0,50.7,263.3,5.8,44.0,65.4,Advanced
37,Male,179.4,80.4,25.0,12.0,61.1,29.0,241.0,7.2,28.2,38.9,Intermediate
26,Male,194.6,65.0,17.2,7.4,48.6,38.3,315.8,7.3,17.8,46.9,Intermediate
31,Female,176.1,59.9,19.3,0.9,75.6,47.5,229.9,5.2,29.8,34.7,Intermediate
16,Male,168.1,91.6,32.4,3.4,57.4,40.2,212.7,8.4,30.8,28.6,Intermediate
19,Male,169.8,56.4,19.6,9.3,60.4,38.3,309.8,5.5,32.2,43.7,Intermediate
33,Male,185.4,54.4,15.8,4.2,57.3,41.5,247.2,8.3,27.9,53.2,Intermediate
35,Male,177.8,75.3,23.8,1.8,64.7,38.2,237.7,8.5,18.3,29.3,Intermediate
23,Male,177.4,64.2,20.4,0.0,70.3,46.9,329.5,7.2,12.5,26.3,Intermediate
23,Female,169.5,74.0,25.8,16.3,63.9,40.0,255.1,7.5,32.3,54.6,Intermediate
39,Female,189.1,66.1,18.5,1.4,59.3,52.7,298.6,6.9,15.5,41.8,Intermediate
37,Female,176.3,71.7,23.1,10.2,54.1,32.0,198.0,6.8,29.8,45.1,Intermediate
35,Female,166.9,69.3,24.9,14.5,40.0,61.3,257.8,7.6,24.0,74.8,Advanced
38,Female,157.5,63.0,25.4,10.9,70.4,47.6,248.5,8.4,26.6,50.5,Intermediate
30,Male,162.8,79.1,29.8,10.6,54.7,42.2,222.4,4.7,35.8,39.2,Intermediate
35,Female,179.1,66.5,20.7,5.1,63.2,40.7,279.4,5.9,27.6,36.7,Intermediate
21,Male,166.2,71.3,25.8,3.3,70.3,51.0,279.3,6.6,30.3,34.7,Intermediate
17,Female,154.7,75.7,31.6,12.1,74.6,52.2,247.2,6.4,37.3,44.4,Intermediate
21,Male,166.6,61.9,22.3,8.4,49.4,41.0,307.1,8.5,20.6,47.4,Intermediate
25,Male,173.5,69.5,23.1,9.7,54.6,57.4,259.5,7.2,37.1,65.2,Advanced
33,Male,180.9,82.2,25.1,6.6,56.7,48.7,329.7,4.0,34.2,36.1,Intermediate
19,Male,149.7,69.0,30.8,8.4,47.2,43.7,247.1,7.7,23.1,39.3,Intermediate
29,Female,174.5,75.6,24.8,14.5,57.0,46.3,182.4,7.4,27.3,62.0,Advanced
17,Female,184.0,67.8,20.0,1.3,60.8,54.5,327.7,6.1,33.2,43.3,Intermediate
37,Female,166.3,75.2,27.2,13.0,55.4,64.6,278.3,7.5,29.4,67.1,Advanced
22,Female,169.2,63.6,22.2,8.2,53.5,48.3,305.6,7.8,22.7,50.8,Intermediate
33,Male,177.0,70.3,22.4,14.1,57.6,46.6,324.1,8.2,25.6,59.1,Advanced
37,Male,165.1,81.0,29.7,11.4,60.6,41.0,257.1,8.2,34.1,44.5,Intermediate
32,Male,165.9,86.1,31.3,5.8,62.6,59.0,274.1,5.4,37.8,39.6,Intermediate
39,Male,173.8,68.0,22.5,13.5,53.3,39.1,312.2,8.8,32.4,57.9,Advanced
32,Male,176.8,69.2,22.1,12.4,63.3,50.3,293.5,6.3,42.3,60.6,Advanced
28,Female,180.7,69.0,21.1,7.2,64.1,42.2,226.2,6.9,21.4,43.7,Intermediate
35,Male,175.2,79.1,25.8,3.2,58.0,46.8,263.9,8.2,28.6,39.4,Intermediate
32,Female,175.0,47.2,15.4,5.8,59.0,50.8,280.1,6.9,27.5,58.0,Advanced
22,Male,177.5,85.0,27.0,8.6,56.4,42.1,229.8,8.8,29.8,47.4,Intermediate
18,Female,166.3,55.3,20.0,5.9,51.8,42.1,190.8,6.9,21.7,49.0,Intermediate
23,Male,154.0,64.4,27.2,12.9,54.8,58.5,229.8,5.1,24.3,56.7,Advanced
26,Female,166.0,81.5,29.6,6.8,52.9,40.9,265.1,8.3,45.0,43.0,Intermediate
21,Female,170.1,69.9,24.2,16.2,56.5,50.3,271.0,6.2,38.0,65.5,Advanced
30,Female,166.8,70.5,25.3,14.0,57.1,54.3,288.0,9.4,45.8,73.3,Advanced
33,Male,163.6,72.0,26.9,14.0,48.3,61.4,233.6,8.5,46.3,80.1,Advanced
16,Male,185.6,73.4,21.3,9.7,63.2,39.5,209.5,8.6,38.1,57.2,Advanced
16,Male,166.7,67.1,24.1,11.3,50.0,49.5,214.7,8.6,44.0,70.0,Advanced
18,Female,171.3,68.3,23.3,10.9,57.0,47.8,257.3,7.0,19.4,51.5,Intermediate
22,Female,180.8,83.9,25.7,5.2,50.1,36.4,312.5,6.9,16.5,26.9,Intermediate
21,Male,179.4,83.1,25.8,12.6,53.3,50.6,183.8,6.0,36.7,61.6,Advanced
31,Male,167.7,97.5,34.7,12.5,53.3,53.1,237.8,6.2,39.3,48.7,Intermediate
30,Male,166.1,88.0,31.9,17.3,73.0,51.9,260.2,6.3,22.7,46.8,Intermediate
25,Male,174.3,78.2,25.7,10.0,48.1,51.3,283.0,5.7,34.9,53.0,Intermediate
33,Male,168.1,80.2,28.4,10.0,58.1,44.8,243.6,7.4,29.9,45.0,Intermediate
21,Male,173.7,77.0,25.5,11.1,49.4,39.9,272.3,8.0,27.3,49.3,Intermediate
35,Female,166.4,72.1,26.0,0.0,74.6,43.5,243.1,6.9,12.9,17.5,Beginner
22,Male,179.2,55.1,17.2,9.9,74.5,48.6,251.2,4.4,27.0,50.4,Intermediate
20,Male,160.9,73.9,28.5,9.5,56.5,36.6,237.6,8.7,33.3,42.8,Intermediate
23,Female,172.9,62.0,20.7,6.1,74.2,46.3,205.7,6.0,34.2,45.9,Intermediate
29,Male,177.9,75.8,24.0,7.0,63.2,50.2,208.5,7.4,25.4,49.4,Intermediate
33,Male,177.9,81.2,25.7,1.6,61.3,45.6,359.4,4.9,19.8,18.1,Beginner
30,Female,199.2,51.5,13.0,0.0,61.1,51.3,331.3,6.3,33.5,49.4,Intermediate
22,Female,172.7,80.5,27.0,7.5,49.2,56.2,218.7,5.8,30.5,52.3,Intermediate
16,Male,176.4,67.6,21.7,14.0,54.8,42.7,264.2,7.0,40.5,63.3,Advanced
35,Female,174.1,81.0,26.7,4.0,59.3,52.9,297.2,7.8,14.9,36.1,Intermediate
17,Male,194.1,79.9,21.2,11.8,58.3,45.5,231.9,4.0,31.1,51.8,Intermediate
19,Male,185.1,58.9,17.2,7.3,61.2,51.4,261.3,8.4,35.4,65.4,Advanced
16,Male,194.3,65.0,17.2,8.1,66.5,44.7,299.8,8.8,38.9,60.0,Advanced
24,Male,169.2,75.4,26.3,11.1,68.7,48.0,263.3,7.4,37.4,51.0,Intermediate
29,Male,176.7,52.9,16.9,6.7,76.3,53.9,249.1,8.0,28.3,58.9,Advanced
21,Male,175.5,68.1,22.1,7.2,65.4,46.8,201.8,4.5,21.7,40.7,Intermediate
33,Male,163.5,87.0,32.5,4.0,55.4,39.1,319.4,7.4,27.6,20.0,Beginner
36,Male,178.4,81.2,25.5,11.5,48.2,53.7,238.3,6.6,31.7,61.2,Advanced
35,Female,165.1,89.0,32.7,9.5,57.7,44.3,289.3,6.8,14.2,27.6,Intermediate
18,Female,185.5,63.4,18.4,14.6,60.5,47.5,293.4,7.7,31.5,68.3,Advanced
18,Female,172.9,61.3,20.5,6.5,53.7,59.2,206.7,7.6,27.6,65.6,Advanced
29,Male,159.8,75.8,29.7,12.7,54.9,51.9,236.0,7.2,41.7,58.7,Advanced
16,Male,169.4,63.2,22.0,5.1,61.6,43.7,160.9,6.6,41.7,50.8,Intermediate
30,Male,175.5,55.7,18.1,16.3,48.9,41.9,254.5,5.8,46.0,73.4,Advanced
18,Female,192.5,85.8,23.2,7.5,69.3,40.4,166.3,5.2,30.9,40.1,Intermediate
30,Male,183.7,81.9,24.3,7.7,43.6,42.8,224.1,6.3,31.9,49.3,Intermediate
30,Female,175.9,67.7,21.9,9.5,67.7,66.0,206.7,6.4,14.6,61.7,Advanced
16,Female,183.8,76.1,22.5,15.7,74.9,55.6,252.0,5.8,25.5,60.9,Advanced
34,Male,176.7,89.5,28.7,11.9,59.4,39.0,219.2,5.8,32.0,40.6,Intermediate
39,Female,166.1,60.9,22.1,13.4,54.1,61.3,250.3,8.1,30.2,76.6,Advanced
16,Male,179.1,87.1,27.2,11.9,58.3,56.1,171.4,8.1,32.0,65.5,Advanced
19,Male,183.6,57.2,17.0,11.5,57.3,50.4,260.7,8.8,20.3,68.9,Advanced
25,Male,205.5,56.4,13.4,8.7,63.3,32.2,283.3,8.2,32.9,54.8,Intermediate
39,Female,178.0,72.2,22.8,5.4,63.0,49.6,249.0,8.4,38.4,53.3,Intermediate
31,Female,170.2,64.3,22.2,13.6,51.3,35.9,220.0,5.7,8.2,44.5,Intermediate
32,Female,184.3,68.9,20.3,11.1,65.1,41.4,214.8,5.8,38.2,54.6,Intermediate
26,Male,181.9,67.1,20.3,7.4,52.9,45.1,280.8,6.8,17.4,46.7,Intermediate
30,Male,190.8,81.5,22.4,4.5,61.3,43.0,223.4,8.2,28.6,44.8,Intermediate
31,Female,182.5,64.9,19.5,0.6,69.0,42.7,256.6,7.3,19.9,32.5,Intermediate
37,Male,157.9,55.0,22.1,3.8,71.9,33.5,227.6,6.8,24.6,27.7,Intermediate
36,Female,174.4,68.7,22.6,4.3,62.0,35.9,292.3,4.0,28.0,23.6,Beginner
22,Male,187.9,98.8,28.0,8.2,67.2,48.5,232.3,6.9,44.1,47.1,Intermediate
16,Female,192.1,56.3,15.3,2.8,61.2,26.3,209.1,6.7,37.0,39.2,Intermediate
23,Male,166.7,71.9,25.9,4.1,68.1,43.5,271.7,7.3,37.4,35.4,Intermediate
29,Female,172.8,54.7,18.3,8.5,62.5,38.8,242.8,7.4,23.2,49.1,Intermediate
17,Female,181.6,51.4,15.6,10.8,64.2,49.6,217.3,6.5,28.1,66.1,Advanced
32,Female,170.9,62.6,21.4,0.0,70.4,33.6,252.6,6.3,27.8,21.3,Beginner
17,Male,172.4,80.1,26.9,5.0,65.9,53.4,254.3,6.3,27.8,38.9,Intermediate
23,Male,184.1,86.5,25.5,4.3,56.5,38.7,257.6,6.6,16.2,27.4,Intermediate
21,Male,185.1,71.2,20.8,7.9,54.2,43.5,294.9,8.7,27.7,53.0,Intermediate
35,Male,186.4,68.1,19.6,13.3,56.4,42.4,228.8,6.4,12.0,54.2,Intermediate
32,Female,180.0,76.2,23.5,7.5,53.7,41.8,288.0,7.7,35.1,47.6,Intermediate
20,Female,164.9,62.8,23.1,3.1,78.4,54.0,191.9,6.8,28.8,42.8,Intermediate
36,Female,173.6,68.6,22.8,7.6,55.5,40.4,323.3,8.5,27.5,44.5,Intermediate
35,Male,165.1,78.6,28.8,5.3,59.2,57.0,293.2,7.2,21.0,39.4,Intermediate
21,Male,169.9,50.9,17.6,14.0,59.5,61.1,222.1,5.3,23.5,74.3,Advanced
33,Male,180.8,63.0,19.3,6.6,55.6,47.4,237.4,6.5,28.8,53.5,Intermediate
30,Male,176.7,67.8,21.7,9.2,51.0,55.3,282.9,6.3,14.2,53.9,Intermediate
16,Female,197.1,75.5,19.4,2.7,65.9,41.1,191.8,5.7,22.5,36.2,Intermediate
17,Female,177.6,50.6,16.0,1.5,63.6,38.6,214.2,6.4,33.0,42.5,Intermediate
37,Male,179.1,48.2,15.0,0.5,69.3,38.5,203.2,7.0,22.9,38.8,Intermediate
24,Male,174.7,45.2,14.8,7.4,64.1,44.9,222.0,8.1,39.7,65.9,Advanced
24,Male,182.7,60.3,18.1,3.7,80.1,44.8,246.4,7.7,42.4,48.0,Intermediate
36,Male,191.7,78.7,21.4,15.3,60.3,53.7,213.8,7.2,12.6,65.9,Advanced
38,Female,176.7,75.4,24.1,5.9,48.8,57.9,268.1,7.9,27.9,57.3,Advanced
30,Male,190.2,80.6,22.3,9.8,57.4,44.8,185.9,6.0,34.6,55.3,Advanced
27,Female,174.0,68.0,22.5,6.1,66.8,42.5,277.8,7.5,19.7,37.3,Intermediate
23,Female,185.8,68.0,19.7,9.8,61.7,51.5,209.5,8.6,28.3,66.4,Advanced
31,Female,174.2,68.4,22.5,7.2,59.3,43.2,270.9,6.5,31.8,44.4,Intermediate
28,Male,174.0,64.2,21.2,3.0,47.0,33.7,293.6,6.9,35.7,36.8,Intermediate
18,Male,154.8,100.4,41.9,4.5,61.7,40.4,262.6,6.3,33.3,7.8,Beginner
16,Male,157.0,74.6,30.3,7.6,67.0,42.7,279.8,6.9,23.2,27.8,Intermediate
16,Female,173.8,59.7,19.8,3.4,70.6,38.3,290.5,8.7,35.2,40.3,Intermediate
25,Male,182.5,67.4,20.2,6.0,56.4,50.2,195.4,7.5,35.5,60.3,Advanced
25,Male,174.6,80.9,26.5,11.3,69.6,47.4,217.8,7.0,27.1,47.8,Intermediate
28,Male,166.6,46.8,16.9,6.4,61.5,49.0,273.3,8.2,25.2,57.4,Advanced
26,Male,165.4,66.8,24.4,8.3,61.9,37.2,303.8,7.3,26.3,36.1,Intermediate
21,Male,182.5,83.3,25.0,7.0,62.4,36.2,316.8,6.4,35.7,32.5,Intermediate
19,Male,164.8,77.3,28.5,3.7,61.7,52.7,300.7,8.2,18.0,34.0,Intermediate
21,Male,183.4,64.5,19.2,2.6,53.0,49.6,300.4,6.3,15.9,40.8,Intermediate
21,Female,182.0,80.4,24.3,11.4,51.4,48.0,244.1,8.1,20.5,56.7,Advanced
34,Male,190.0,68.7,19.0,11.9,49.5,62.8,275.6,7.1,14.3,71.7,Advanced
18,Male,199.6,58.2,14.6,3.1,58.9,45.4,237.5,9.2,32.5,60.2,Advanced
23,Female,172.5,67.6,22.7,11.5,61.4,43.0,248.6,8.3,32.1,56.6,Advanced
35,Female,173.9,85.9,28.4,8.3,67.0,54.6,230.6,7.1,29.2,46.8,Intermediate
33,Male,189.5,75.4,21.0,9.9,44.8,38.1,318.5,4.0,37.4,45.1,Intermediate
35,Female,174.5,69.7,22.9,16.1,42.4,43.7,258.7,9.5,20.9,69.4,Advanced
25,Female,159.4,51.8,20.4,0.0,66.1,40.9,332.3,6.9,30.1,28.4,Intermediate
35,Male,167.3,65.8,23.5,6.1,67.1,46.2,258.6,7.3,13.0,36.7,Intermediate
38,Male,178.9,79.4,24.8,9.2,57.7,32.9,269.0,6.8,26.2,35.4,Intermediate
30,Female,162.9,80.9,30.5,11.4,48.9,42.5,188.2,6.0,36.6,47.1,Intermediate
18,Male,195.2,50.0,13.1,3.7,54.2,32.2,307.3,7.9,35.2,48.5,Intermediate
35,Male,188.0,57.3,16.2,10.6,51.6,44.7,235.9,6.7,34.3,66.8,Advanced
33,Male,165.7,66.9,24.4,8.7,54.2,38.4,196.8,5.9,33.3,44.7,Intermediate
24,Female,166.5,65.6,23.7,14.0,70.7,56.2,224.4,6.6,41.8,67.5,Advanced
32,Male,176.4,77.6,24.9,5.8,61.7,52.4,271.3,6.4,36.8,46.6,Intermediate
34,Male,170.8,51.3,17.6,10.8,60.8,52.3,238.6,7.0,31.1,67.6,Advanced
19,Male,174.0,61.5,20.3,7.9,50.8,48.7,300.2,7.2,26.1,54.4,Intermediate
23,Male,181.8,79.9,24.2,4.5,69.2,39.7,310.3,7.3,34.8,32.3,Intermediate
25,Female,173.0,81.0,27.1,5.3,59.3,53.6,291.4,7.0,20.5,38.6,Intermediate
26,Male,189.3,52.6,14.7,5.3,63.1,33.9,293.1,4.9,20.5,34.8,Intermediate
34,Female,183.7,77.3,22.9,7.5,60.1,46.0,292.5,7.1,40.5,50.0,Intermediate
23,Female,185.2,53.0,15.5,8.8,53.7,61.6,294.1,7.6,24.8,73.5,Advanced
25,Male,163.5,77.3,28.9,5.8,60.4,40.5,211.2,7.2,39.2,37.4,Intermediate
31,Female,160.7,78.3,30.3,11.6,60.3,43.6,271.9,8.8,27.6,44.5,Intermediate
23,Male,174.8,72.0,23.6,6.8,44.5,45.8,292.4,6.6,26.6,46.2,Intermediate
33,Male,192.9,58.3,15.7,12.9,53.5,48.3,234.8,6.1,37.4,73.5,Advanced
36,Female,187.2,46.2,13.2,8.9,54.0,50.2,200.5,8.2,28.0,75.5,Advanced
29,Male,182.4,87.2,26.2,8.6,54.1,40.2,236.5,6.3,24.0,38.9,Intermediate
28,Male,187.5,52.4,14.9,6.4,62.8,40.4,232.6,5.8,34.6,52.4,Intermediate
30,Male,163.9,62.0,23.1,11.7,49.2,48.1,244.3,7.3,13.1,55.0,Advanced
23,Female,160.6,66.8,25.9,0.4,61.8,30.7,187.3,6.1,27.9,18.5,Beginner
36,Female,188.0,70.4,19.9,10.1,56.2,47.6,235.2,8.8,23.3,62.6,Advanced
31,Female,168.9,76.4,26.8,10.9,60.2,51.8,207.8,7.9,38.4,60.2,Advanced
23,Male,167.0,75.1,26.9,11.5,78.4,37.2,299.9,6.5,39.7,35.6,Intermediate
24,Male,181.1,72.5,22.1,8.7,60.8,44.1,186.3,6.0,11.9,43.6,Intermediate
32,Female,172.5,67.5,22.7,20.0,62.6,54.8,223.1,5.2,36.2,75.2,Advanced
18,Male,173.8,59.1,19.6,8.7,73.3,45.0,212.0,6.9,36.7,54.2,Intermediate
39,Male,178.4,81.9,25.7,0.1,51.5,32.9,257.0,7.9,28.3,24.6,Beginner
36,Male,176.7,74.6,23.9,8.0,61.5,52.0,294.1,8.2,24.5,50.6,Intermediate
19,Male,158.7,78.5,31.2,8.8,59.1,42.4,282.6,8.0,38.5,39.1,Intermediate
23,Male,170.3,67.4,23.2,4.8,51.6,40.0,229.3,8.8,29.9,46.5,Intermediate
35,Female,182.2,78.7,23.7,14.5,59.7,52.6,226.7,9.5,44.4,77.3,Advanced
39,Female,168.1,40.7,14.4,6.9,59.9,51.4,241.5,8.7,26.0,67.7,Advanced
16,Female,171.8,82.9,28.1,3.9,47.2,41.7,263.5,8.2,34.3,38.6,Intermediate
29,Female,172.1,67.6,22.8,8.7,71.2,49.2,274.6,7.5,39.7,52.9,Intermediate
23,Male,149.5,64.5,28.9,8.6,63.5,41.8,240.5,7.1,20.9,33.7,Intermediate
22,Male,176.0,63.6,20.5,9.9,62.2,40.1,284.9,5.9,22.1,42.8,Intermediate
22,Male,168.9,62.3,21.8,0.0,68.2,32.0,288.8,7.9,27.5,22.3,Beginner
31,Female,180.9,70.2,21.5,4.7,55.3,44.1,260.7,6.4,22.8,40.6,Intermediate
26,Male,177.6,72.6,23.0,9.5,69.9,60.7,184.2,5.2,34.7,60.5,Advanced
16,Female,167.1,89.3,32.0,12.7,55.4,43.9,233.7,4.8,26.1,36.7,Intermediate
37,Male,179.7,70.4,21.8,9.2,65.7,49.4,238.0,7.2,36.2,57.0,Advanced
35,Male,170.1,56.0,19.4,4.8,51.9,48.9,247.8,6.2,30.5,51.9,Intermediate
34,Male,168.1,97.1,34.4,7.4,70.0,47.9,214.9,7.3,26.4,30.0,Intermediate
31,Male,160.4,69.5,27.0,11.8,52.3,57.7,187.5,5.7,23.4,58.6,Advanced
36,Male,179.4,68.1,21.2,11.1,58.6,38.5,204.0,4.9,32.5,49.1,Intermediate
35,Male,173.5,63.6,21.1,10.9,59.3,40.1,205.9,8.7,33.1,60.0,Advanced
35,Female,169.8,53.2,18.5,13.3,72.0,40.6,241.6,7.8,22.3,56.2,Advanced
25,Male,159.3,84.7,33.4,14.2,50.4,52.9,206.6,9.0,31.6,60.3,Advanced
39,Female,186.0,55.7,16.1,3.5,66.0,38.2,286.2,8.1,31.9,45.0,Intermediate
33,Male,172.2,82.1,27.7,5.3,56.5,32.7,248.0,5.6,25.6,22.3,Beginner
24,Female,178.4,66.6,20.9,13.1,75.8,55.4,254.2,8.6,41.7,71.5,Advanced
16,Female,178.1,77.0,24.3,1.8,64.6,54.5,303.4,5.9,28.3,35.3,Intermediate
17,Female,161.3,66.3,25.5,12.0,71.8,57.3,193.0,9.0,28.5,64.8,Advanced
36,Male,181.9,73.9,22.3,2.0,79.7,39.8,248.9,6.0,31.2,26.1,Intermediate
39,Male,172.5,69.9,23.5,12.5,46.0,56.3,255.3,6.0,17.4,61.1,Advanced
34,Female,173.0,70.4,23.5,8.5,67.9,46.0,298.3,7.8,34.5,47.6,Intermediate
31,Female,155.6,85.0,35.1,8.7,60.4,47.5,247.6,5.7,39.5,33.0,Intermediate
36,Male,187.3,70.2,20.0,9.5,54.9,59.2,229.7,9.2,25.5,73.3,Advanced
35,Male,176.0,56.9,18.4,4.3,53.7,51.0,299.0,4.7,33.9,48.5,Intermediate
36,Male,172.8,50.9,17.0,13.3,42.2,60.2,214.7,8.4,31.3,90.2,Elite
22,Female,168.1,63.2,22.4,12.8,65.8,52.7,246.5,6.8,16.8,56.3,Advanced
18,Female,174.4,77.7,25.5,0.1,71.1,43.2,244.0,7.5,28.1,26.5,Intermediate
23,Female,181.4,77.2,23.5,15.6,59.3,36.9,250.8,6.0,27.3,50.4,Intermediate
39,Male,174.2,79.6,26.2,4.3,56.4,28.7,289.6,7.8,37.4,27.5,Intermediate
31,Male,179.7,74.9,23.2,2.5,52.8,30.9,228.2,8.0,26.4,31.6,Intermediate
23,Female,164.1,74.6,27.7,3.0,58.6,32.5,314.5,8.3,22.8,20.0,Beginner
36,Male,156.7,61.0,24.8,10.8,57.2,43.2,255.9,5.6,26.2,44.2,Intermediate
26,Male,167.2,76.8,27.5,0.0,63.2,39.3,316.9,9.4,25.2,22.7,Beginner
23,Female,171.4,88.0,30.0,5.9,64.1,33.3,265.0,9.1,54.2,36.6,Intermediate
20,Male,164.6,68.5,25.3,5.6,78.1,46.8,270.9,7.6,34.2,38.0,Intermediate
32,Male,174.3,77.9,25.6,6.3,63.7,55.7,285.2,6.6,34.3,47.3,Intermediate
23,Male,172.3,63.1,21.3,2.2,61.9,36.6,272.9,7.0,29.4,31.8,Intermediate
30,Female,156.1,82.6,33.9,7.8,63.7,50.4,252.8,7.7,45.3,41.6,Intermediate
27,Male,182.4,78.0,23.4,8.3,67.2,36.7,239.3,5.8,25.5,34.7,Intermediate
26,Male,172.7,71.6,24.0,6.1,70.8,47.9,248.2,6.4,26.2,39.2,Intermediate
26,Male,163.5,58.7,22.0,12.4,56.0,47.5,263.2,6.2,37.5,60.4,Advanced
31,Male,159.8,74.2,29.1,4.0,48.9,38.0,157.8,5.7,28.2,30.5,Intermediate
38,Female,197.8,89.9,23.0,7.1,59.3,33.0,220.5,7.3,27.0,38.2,Intermediate
19,Male,170.1,71.5,24.7,9.5,44.3,42.9,247.5,8.3,25.5,53.2,Intermediate
36,Male,153.7,97.5,41.3,1.6,51.5,34.2,233.6,6.8,35.9,5.7,Beginner
33,Male,160.4,54.7,21.3,0.0,59.4,37.5,215.2,7.0,25.7,31.2,Intermediate
17,Male,175.8,61.1,19.8,8.8,61.5,36.8,230.6,7.6,33.0,50.8,Intermediate
23,Male,167.6,61.7,22.0,11.5,58.5,40.0,203.0,7.3,28.8,54.7,Intermediate
18,Female,172.5,70.2,23.6,15.1,50.9,52.6,172.9,7.7,20.9,70.8,Advanced
28,Male,174.6,81.2,26.6,7.7,59.5,47.9,290.8,7.0,35.4,44.4,Intermediate
26,Male,174.7,63.7,20.9,8.1,63.2,45.7,295.1,7.7,20.4,46.8,Intermediate
23,Male,174.6,70.3,23.1,5.1,65.4,38.9,237.9,7.6,16.7,33.5,Intermediate
24,Male,173.2,76.9,25.6,9.4,56.0,41.7,263.1,5.4,28.4,39.7,Intermediate
25,Female,191.1,71.7,19.6,2.9,52.2,38.2,227.7,6.1,33.3,41.5,Intermediate
31,Female,171.4,70.9,24.1,10.3,49.9,39.3,196.8,6.6,36.7,53.1,Intermediate
26,Female,186.1,69.2,20.0,7.5,40.0,58.3,297.8,8.6,45.2,76.1,Advanced
36,Male,177.1,87.2,27.8,4.7,82.6,42.0,273.2,6.1,30.5,22.0,Beginner
29,Male,184.5,60.6,17.8,9.9,46.2,35.7,232.5,6.0,24.1,52.3,Intermediate
20,Male,180.6,88.6,27.2,10.7,54.5,43.4,224.3,8.7,17.1,47.7,Intermediate
20,Female,186.4,63.0,18.1,17.0,62.1,50.4,223.8,8.0,31.5,79.1,Advanced
23,Male,200.4,78.1,19.4,8.7,51.6,34.9,206.8,8.9,37.2,59.0,Advanced
23,Male,174.2,76.9,25.3,7.0,65.1,34.0,239.2,4.9,19.7,23.6,Beginner
25,Male,179.4,70.0,21.7,9.2,65.4,39.2,285.7,7.0,34.7,45.5,Intermediate
